nosaukums,Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
Divas Upes,174,9,9,9,9,6,6,2011,9.6,9.6,0,3,77,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Divas Upes,175,9,9,9,9,6,6,2011,9.6,9.6,0,3,81,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Divas Upes,176,9,9,9,9,6,6,2011,9.6,9.6,0,4,108,56,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
S+W39+3+39:68,177,9,9,9,9,6,6,2012,8.7,9.6,0,2,50,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Port Hotel,178,8,7,7,9,9,8,2012,8.2,8.7,0,2,87,17,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,179,8,7,7,9,9,8,2012,8.2,8.7,0,2,100,17,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,180,8,7,7,9,9,8,2012,8.2,8.7,0,2,88,17,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,181,8,7,7,9,9,8,2012,8.2,8.7,0,2,108,17,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,182,8,7,7,9,9,8,2012,8.2,8.7,0,2,135,27,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,183,8,7,7,9,9,8,2012,8.2,8.7,0,2,155,27,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,184,8,7,7,9,9,8,2012,8.2,8.7,0,2,135,25,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,185,8,7,7,9,9,8,2012,8.2,8.7,0,2,155,25,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,186,8,7,7,9,9,8,2012,8.2,8.7,0,2,240,57,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Port Hotel,187,8,7,7,9,9,8,2012,8.2,8.7,0,2,260,57,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Spa Hotel Ezeri,188,9,9,8,9,9,9,2007,8.3,8.8,0,2,80,15,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
Spa Hotel Ezeri,189,9,9,8,9,9,9,2007,8.3,8.8,0,2,100,20,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
Spa Hotel Ezeri,190,9,9,8,9,9,9,2007,8.3,8.8,0,2,120,20,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1
Wolmar,191,10,10,9,8,9,9,2007,9.1,9.4,0,2,55,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Wolmar,192,10,10,9,8,9,9,2007,9.1,9.4,0,2,65,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Hanza Hotel,193,9,9,8,7,8,9,2007,8.1,8.4,0,2,50,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Hanza Hotel,194,9,9,8,7,8,9,2007,8.1,8.4,0,2,58,19,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Hanza Hotel,195,9,9,8,7,8,9,2007,8.1,8.4,0,2,67,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Hanza Hotel,196,9,9,8,7,8,9,2007,8.1,8.4,0,2,77,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Hanza Hotel,197,9,9,8,7,8,9,2007,8.1,8.4,0,2,87,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Bellevue Park Hotel Riga with FREE Parking,198,9,9,7,9,9,9,2007,8.6,8.7,0,2,62,18,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Bellevue Park Hotel Riga with FREE Parking,199,9,9,7,9,9,9,2007,8.6,8.7,0,2,92,36,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Bellevue Park Hotel Riga with FREE Parking,200,9,9,7,9,9,9,2007,8.6,8.7,0,2,97,36,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Bellevue Park Hotel Riga with FREE Parking,201,9,9,7,9,9,9,2007,8.6,8.7,1,2,102,36,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Bellevue Park Hotel Riga with FREE Parking,202,9,9,7,9,9,9,2007,8.6,8.7,0,2,112,36,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Hotel Gulbene,203,8,8,6,8,6,8,2010,8.1,9,0,2,40,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Hotel Gulbene,204,8,8,6,8,6,8,2010,8.1,9,0,2,52,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Hotel Gulbene,205,8,8,6,8,6,8,2010,8.1,9,0,3,50,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Hotel Gulbene,206,8,8,6,8,6,8,2010,8.1,9,0,4,65,33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Hotel Gulbene,207,8,8,6,8,6,8,2010,8.1,9,0,4,65,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Wellton Riverside SPA Hotel,208,10,10,10,10,10,10,2018,8.7,9.4,0,2,78,21,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,209,10,10,10,10,10,10,2018,8.7,9.4,0,2,104,21,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,210,10,10,10,10,10,10,2018,8.7,9.4,0,2,114,22,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,211,10,10,10,10,10,10,2018,8.7,9.4,0,3,156,22,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,212,10,10,10,10,10,10,2018,8.7,9.4,0,2,117,29,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,213,10,10,10,10,10,10,2018,8.7,9.4,0,3,159,29,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,214,10,10,10,10,10,10,2018,8.7,9.4,0,2,129,24,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,215,10,10,10,10,10,10,2018,8.7,9.4,0,3,171,24,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,216,10,10,10,10,10,10,2018,8.7,9.4,0,2,147,22,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,217,10,10,10,10,10,10,2018,8.7,9.4,0,3,208,22,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,218,10,10,10,10,10,10,2018,8.7,9.4,0,2,187,39,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,219,10,10,10,10,10,10,2018,8.7,9.4,0,3,248,39,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Wellton Riverside SPA Hotel,220,10,10,10,10,10,10,2018,8.7,9.4,0,4,301,39,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Sventes Rasa,221,6,6,9,8,6,7,2018,9,9.4,1,2,90,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Svilpaunieki,222,8,8,9,9,8,8,2018,9.4,9.4,0,2,60,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Svilpaunieki,223,8,8,9,9,8,8,2018,9.4,9.4,0,3,70,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Svilpaunieki,224,8,8,9,9,8,8,2018,9.4,9.4,0,4,80,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Hotel Pils with Self-Check in,225,7,7,6,7,7,7,2009,7.9,9.6,0,2,47,15,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Hotel Pils with Self-Check in,226,7,7,6,7,7,7,2009,7.9,9.6,0,2,77,18,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Hotel Pils with Self-Check in,227,7,7,6,7,7,7,2009,7.9,9.6,0,2,94,30,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Hotel Pils with Self-Check in,228,7,7,6,7,7,7,2009,7.9,9.6,0,2,94,24,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Hotel Pils with Self-Check in,229,7,7,6,7,7,7,2009,7.9,9.6,0,2,161,35,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Hotel Pils with Self-Check in,230,7,7,6,7,7,7,2009,7.9,9.6,0,3,107,27,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Hotel Pils with Self-Check in,231,7,7,6,7,7,7,2009,7.9,9.6,0,3,128,30,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
Hotel Pils with Self-Check in,232,7,7,6,7,7,7,2009,7.9,9.6,0,4,156,30,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
x,233,0,0,0,0,0,0,2000,8.8,9.6,0,2,47,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
x,234,0,0,0,0,0,0,2000,8.8,9.6,0,2,48,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
x,235,0,0,0,0,0,0,2000,8.8,9.6,0,3,56,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
x,236,0,0,0,0,0,0,2000,8.8,9.6,0,2,65,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
x,237,0,0,0,0,0,0,2000,8.8,9.6,0,2,89,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
x,238,0,0,0,0,0,0,2000,8.8,9.6,0,4,94,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
SportHotel,239,7,7,6,6,6,7,2012,7.8,8,0,2,23,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
SportHotel,240,7,7,6,6,6,7,2012,7.8,8,0,2,29,32,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
SportHotel,241,7,7,6,6,6,7,2012,7.8,8,0,4,35,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
SportHotel,242,7,7,6,6,6,7,2012,7.8,8,0,4,57,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
SportHotel,243,7,7,6,6,6,7,2012,7.8,8,0,5,25,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
SportHotel,244,7,7,6,6,6,7,2012,7.8,8,0,5,32,37,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
Schwanenburg rest,245,7,7,6,6,7,7,2020,9.4,9.4,1,2,49,30,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
''Ābeļdārza māja'',246,9,9,9,8,8,9,2022,9.5,9,2,2,141,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
''Ābeļdārza māja'',247,9,9,9,8,8,9,2022,9.5,9,2,3,148,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
''Ābeļdārza māja'',248,9,9,9,8,8,9,2022,9.5,9,2,4,157,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
''Ābeļdārza māja'',249,9,9,9,8,8,9,2022,9.5,9,2,5,166,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
''Ābeļdārza māja'',250,9,9,9,8,8,9,2022,9.5,9,2,6,174,45,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",251,10,10,10,9,10,10,2009,8.7,9.6,0,2,86,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",252,10,10,10,9,10,10,2009,8.7,9.6,0,2,123,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",253,10,10,10,9,10,10,2009,8.7,9.6,0,3,135,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",254,10,10,10,9,10,10,2009,8.7,9.6,0,3,177,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",255,10,10,10,9,10,10,2009,8.7,9.6,0,2,117,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",256,10,10,10,9,10,10,2009,8.7,9.6,0,2,145,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",257,10,10,10,9,10,10,2009,8.7,9.6,0,2,137,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",258,10,10,10,9,10,10,2009,8.7,9.6,0,2,165,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",259,10,10,10,9,10,10,2009,8.7,9.6,0,2,154,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",260,10,10,10,9,10,10,2009,8.7,9.6,0,2,182,20,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",261,10,10,10,9,10,10,2009,8.7,9.6,0,2,154,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",262,10,10,10,9,10,10,2009,8.7,9.6,0,2,182,28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",263,10,10,10,9,10,10,2009,8.7,9.6,0,2,174,33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",264,10,10,10,9,10,10,2009,8.7,9.6,0,2,202,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",265,10,10,10,9,10,10,2009,8.7,9.6,0,3,214,33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",266,10,10,10,9,10,10,2009,8.7,9.6,0,3,256,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",267,10,10,10,9,10,10,2009,8.7,9.6,0,2,294,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",268,10,10,10,9,10,10,2009,8.7,9.6,0,2,322,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",269,10,10,10,9,10,10,2009,8.7,9.6,0,3,334,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",270,10,10,10,9,10,10,2009,8.7,9.6,0,3,376,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",271,10,10,10,9,10,10,2009,8.7,9.6,0,2,303,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",272,10,10,10,9,10,10,2009,8.7,9.6,0,2,331,55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",273,10,10,10,9,10,10,2009,8.7,9.6,0,3,347,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",274,10,10,10,9,10,10,2009,8.7,9.6,0,3,389,55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",275,10,10,10,9,10,10,2009,8.7,9.6,0,4,387,55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",276,10,10,10,9,10,10,2009,8.7,9.6,0,4,443,55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",277,10,10,10,9,10,10,2009,8.7,9.6,0,2,484,106,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",278,10,10,10,9,10,10,2009,8.7,9.6,0,2,512,106,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",279,10,10,10,9,10,10,2009,8.7,9.6,0,3,511,106,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Radisson Blu Latvija Conference & Spa Hotel, Riga",280,10,10,10,9,10,10,2009,8.7,9.6,0,3,553,106,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Elen White Apartment,281,9,9,9,8,9,8,2019,9.3,9.5,1,2,58,41,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Elen White Apartment,282,9,9,9,8,9,8,2019,9.3,9.5,1,4,63,41,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
Rija Bauska Hotel,283,9,9,9,8,8,9,2007,8.1,8.9,0,2,58,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,284,9,9,9,8,8,9,2007,8.1,8.9,0,2,65,15,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,285,9,9,9,8,8,9,2007,8.1,8.9,0,2,63,18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,286,9,9,9,8,8,9,2007,8.1,8.9,0,2,77,18,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,287,9,9,9,8,8,9,2007,8.1,8.9,0,2,83,24,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,288,9,9,9,8,8,9,2007,8.1,8.9,0,2,99,24,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,289,9,9,9,8,8,9,2007,8.1,8.9,0,3,63,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,290,9,9,9,8,8,9,2007,8.1,8.9,0,3,77,29,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,291,9,9,9,8,8,9,2007,8.1,8.9,0,4,78,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,292,9,9,9,8,8,9,2007,8.1,8.9,0,4,94,29,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rija Bauska Hotel,293,9,9,9,8,8,9,2007,8.1,8.9,0,1,35,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Aparjods,294,9,9,8,10,9,9,2010,8.8,8.9,0,2,61,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Aparjods,295,9,9,8,10,9,9,2010,8.8,8.9,0,2,68,18,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Aparjods,296,9,9,8,10,9,9,2010,8.8,8.9,0,2,70,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Aparjods,297,9,9,8,10,9,9,2010,8.8,8.9,0,2,78,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Aparjods,298,9,9,8,10,9,9,2010,8.8,8.9,0,2,93,26,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Aparjods,299,9,9,8,10,9,9,2010,8.8,8.9,0,2,103,26,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Aparjods,300,9,9,8,10,9,9,2010,8.8,8.9,0,1,57,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Aparjods,301,9,9,8,10,9,9,2010,8.8,8.9,0,1,63,18,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Viesu nams Krauklīši,302,7,6,6,8,6,6,2020,8.1,9.3,7,14,400,320,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
Skrundas muiža,303,10,10,10,10,10,9,2012,9.6,9.4,0,2,90,23,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,304,10,10,10,10,10,9,2012,9.6,9.4,0,2,105,23,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,305,10,10,10,10,10,9,2012,9.6,9.4,0,2,120,29,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,306,10,10,10,10,10,9,2012,9.6,9.4,0,2,135,29,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,307,10,10,10,10,10,9,2012,9.6,9.4,0,2,160,45,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Skrundas muiža,308,10,10,10,10,10,9,2012,9.6,9.4,0,2,175,45,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Silene Resort & Spa,309,10,10,9,10,10,10,2013,9.2,9.2,0,2,173,15,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,310,10,10,9,10,10,10,2013,9.2,9.2,0,2,187,32,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,311,10,10,9,10,10,10,2013,9.2,9.2,2,4,317,60,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,312,10,10,9,10,10,10,2013,9.2,9.2,3,6,317,60,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,313,10,10,9,10,10,10,2013,9.2,9.2,3,6,403,160,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Silene Resort & Spa,314,10,10,9,10,10,10,2013,9.2,9.2,3,6,706,160,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Bille,315,10,10,10,10,10,10,2010,9.4,9.4,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,316,10,10,10,10,10,10,2010,9.4,9.4,0,2,50,31,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,317,10,10,10,10,10,10,2010,9.4,9.4,0,3,60,31,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,318,10,10,10,10,10,10,2010,9.4,9.4,0,2,70,36,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,319,10,10,10,10,10,10,2010,9.4,9.4,0,3,60,30,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,320,10,10,10,10,10,10,2010,9.4,9.4,0,3,75,39,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,321,10,10,10,10,10,10,2010,9.4,9.4,0,4,65,40,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,322,10,10,10,10,10,10,2010,9.4,9.4,0,5,73,40,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,323,10,10,10,10,10,10,2010,9.4,9.4,0,6,79,40,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,324,10,10,10,10,10,10,2010,9.4,9.4,0,4,75,47,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,325,10,10,10,10,10,10,2010,9.4,9.4,0,5,83,47,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,326,10,10,10,10,10,10,2010,9.4,9.4,0,6,91,47,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,327,10,10,10,10,10,10,2010,9.4,9.4,0,4,85,48,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Bille,328,10,10,10,10,10,10,2010,9.4,9.4,0,5,93,48,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Malpils Manor,329,10,10,10,10,10,10,2010,9.3,9.3,0,2,110,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,330,10,10,10,10,10,10,2010,9.3,9.3,0,1,102,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,331,10,10,10,10,10,10,2010,9.3,9.3,0,2,130,27,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,332,10,10,10,10,10,10,2010,9.3,9.3,0,1,121,27,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,333,10,10,10,10,10,10,2010,9.3,9.3,0,2,160,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,334,10,10,10,10,10,10,2010,9.3,9.3,0,1,149,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,335,10,10,10,10,10,10,2010,9.3,9.3,0,2,170,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,336,10,10,10,10,10,10,2010,9.3,9.3,0,1,158,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,337,10,10,10,10,10,10,2010,9.3,9.3,0,2,180,24,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,338,10,10,10,10,10,10,2010,9.3,9.3,0,1,167,24,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,339,10,10,10,10,10,10,2010,9.3,9.3,0,2,220,40,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Malpils Manor,340,10,10,10,10,10,10,2010,9.3,9.3,0,1,205,40,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Čill easy,341,9,8,7,7,8,7,2021,8.8,9.1,0,2,65,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Čill easy,342,9,8,7,7,8,7,2021,8.8,9.1,0,2,72,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Hampton by Hilton Riga Airport,343,10,10,10,10,10,10,2022,9.2,9.2,0,2,63,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Hampton by Hilton Riga Airport,344,10,10,10,10,10,10,2022,9.2,9.2,0,1,55,20,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Hampton by Hilton Riga Airport,345,10,10,10,10,10,10,2022,9.2,9.2,0,2,69,29,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
