Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
2012,8.8,9.3,1,2,50,25,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
2021,9,9.2,1,2,80,20,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,9.5,9.8,1,2,69,21,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2023,9,9.2,1,2,72,27,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
2021,9.5,9.6,1,2,34,30,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021,9.5,9.4,1,2,63,64,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2022,9.7,9.7,1,2,48,57,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,8.6,8.9,1,2,88,28,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2013,9.7,9.7,2,3,80,153,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2023,9.6,10,1,2,85,47,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,8.6,9.3,1,2,39,16,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,8.6,8.6,0,2,27,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.6,9.6,1,2,100,26,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2019,8.5,8.8,1,4,96,44,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2021,9.3,9.5,2,3,82,58,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2020,9.5,8.9,1,2,45,35,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.5,9.8,1,5,117,98,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2023,9,10,1,2,80,24,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,8.6,9.5,1,2,92,20,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2020,9.9,9.4,1,4,72,70,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9,9.2,1,2,33,12,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2022,8.8,8.3,1,3,121,100,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,9.4,9.3,1,2,60,15,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2013,8.4,8.7,0,2,67,15,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2016,9.7,9.8,1,2,65,12,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2016,9.1,9.9,1,2,50,36,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2023,9.4,9.7,1,2,50,25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.5,9.3,2,3,175,37,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2023,9.7,10,4,5,389,350,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
2023,9.5,9.5,1,2,98,51,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.1,8.9,1,2,81,48,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
2009,9.4,9.9,0,2,157,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,9.4,8.5,1,2,59,55,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2006,8.3,9.3,0,2,42,15,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,9.1,9.3,0,2,113,61,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,8.7,9.7,0,2,57,30,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9.4,9.2,1,2,111,50,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2023,8.7,9.5,1,2,77,32,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2014,8.1,9.1,0,2,30,15,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2022,7.7,9.3,2,3,50,47,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2015,8.7,9.3,0,2,35,17,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,8.1,8.9,2,6,75,30,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
2014,9.2,9.7,5,9,105,140,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2023,9.5,9.3,1,2,48,26,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2017,9.5,9.4,1,2,90,25,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2022,9.9,9.7,1,2,59,49,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2013,9.3,9.6,2,10,90,160,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2013,9.3,9.5,0,3,75,35,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2021,9.7,9.2,1,3,130,32,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
2023,8.6,8.6,1,2,33,25,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2019,9,8.8,2,2,35,25,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2017,9.5,9.7,2,5,70,100,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2010,8.3,8.3,0,2,95,25,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.9,9.7,0,2,55,25,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
2010,8.9,8.9,0,2,112,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2019,9.3,9.5,1,2,35,34,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2020,9.8,9.5,1,2,49,40,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2021,9.4,8.8,0,2,52,17,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2019,9,8.9,0,4,39,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2017,9,9.3,1,2,75,25,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2016,8.6,9.5,0,5,40,15,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1
2023,9.7,9.4,1,3,72,62,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,9.4,9.4,2,4,54,50,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020,9.6,9.6,2,5,95,90,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2022,9.2,9.5,1,2,80,56,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,8,9.5,2,5,181,80,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2015,6.4,8.7,0,3,25,16,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2021,8.4,9.7,1,2,77,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016,9.5,9.3,3,5,200,200,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2020,9.5,9,1,2,75,50,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2012,8.7,9.2,1,2,38,30,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2014,9.4,9.5,2,7,150,140,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
2020,9.5,9.5,2,8,75,60,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2022,9.6,9.5,2,3,65,45,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2018,7.8,8.7,0,2,53,20,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
2016,9.5,9.6,3,7,100,100,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
2015,9.1,9.3,0,2,113,61,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2019,9.3,9.3,1,2,65,33,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,8.8,9.4,1,2,110,70,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2021,8.3,8.1,0,3,22,15,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.4,9.1,1,2,74,20,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2023,7.8,8.5,0,2,22,15,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2018,7.9,9.4,1,2,33,30,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,9.5,9.6,1,2,68,10,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2018,8.6,9.5,2,3,140,92,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2022,9.9,9.7,1,2,93,73,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2021,9.4,9.8,2,3,90,40,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2013,8.3,8.4,0,2,41,25,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
2021,8.2,8.8,1,3,190,260,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2021,8.9,9,0,2,58,20,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2020,8,8.4,0,2,30,20,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
2023,9.5,9.2,2,5,58,60,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
2022,9.4,9.4,1,3,79,35,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2021,9.5,9.9,2,2,150,124,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2023,9.1,9.3,3,4,86,80,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2021,8.3,8.6,1,2,45,50,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2022,9.5,9.9,1,2,70,40,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2010,8.4,9.1,0,2,62,30,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2009,9.4,9.7,0,2,55,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2018,9.3,9,1,3,56,46,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2022,9.8,9.8,1,2,98,24,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2023,9.4,9.1,1,2,230,48,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2013,9.3,9.5,0,2,70,16,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2011,9.2,9.2,0,2,45,18,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2013,9.4,9.5,8,11,300,200,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2010,9.4,9.9,0,2,210,31,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1
2022,9.5,9.6,1,2,83,39,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
2022,8.2,8.2,0,3,50,30,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2018,9.2,8.6,1,2,68,21,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2023,8.4,8.3,1,2,49,26,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2019,7.6,9,1,2,38,45,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
2016,9.3,8.9,0,2,80,38,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2021,9.5,9.5,0,2,61,16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2016,7.6,8,0,2,37,16,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
2019,9.5,9.5,1,2,55,34,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2021,7.9,9.4,1,2,41,19,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2021,9.4,9.4,1,2,74,58,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
2016,9.7,9.6,2,7,195,140,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2008,8.9,9.5,0,2,63,30,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2021,6.5,6.5,0,2,28,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,8.9,9.5,2,3,60,50,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.6,9.2,1,2,45,38,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2018,9.7,9.2,1,2,50,65,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.4,9,0,2,45,16,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2014,8.8,8.5,1,2,50,15,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
2014,9.6,8.6,1,3,25,31,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2020,9.5,9.5,1,4,50,50,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2019,7.5,7.5,0,2,45,20,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9.4,9.7,1,2,73,25,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2020,9.4,9.3,1,2,40,26,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2014,9.5,9.9,0,2,125,54,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2011,8.7,8.2,0,4,50,20,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2022,9.3,9.2,1,2,110,52,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2022,8.2,9.7,1,2,123,52,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,8.2,8.7,0,2,30,25,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
2022,9.6,9.7,1,2,56,47,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
2023,10,10,1,2,72,35,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2021,9.6,9.8,2,5,152,85,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2018,9.3,9.3,1,6,70,32,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
2022,10,10,3,4,275,170,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
2020,7.8,8,0,2,55,20,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2019,8.9,10,2,4,237,76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.5,9.6,2,5,80,50,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2022,9.5,9.3,2,4,80,61,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.6,8.4,1,2,72,36,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.8,9.6,1,3,150,35,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2022,9.4,9.4,1,3,92,25,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2015,9.7,9.5,2,3,70,18,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
2023,9.5,9.2,0,2,30,20,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2020,9.1,8.9,1,2,68,35,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
2022,8.5,9.7,1,2,62,18,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2011,8.9,9.6,0,2,54,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
2022,9.4,8.7,2,4,92,120,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
2021,9.6,8.7,1,2,42,33,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2021,9.5,9.8,2,4,75,65,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.4,9.7,1,2,45,25,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9.8,9.3,1,3,133,45,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
2021,9.8,9.4,1,6,140,150,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
2010,8.3,8.4,0,2,59,19,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,7.6,7.6,0,2,62,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2023,9.9,9.5,1,2,54,28,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2021,9.8,9.8,2,9,210,120,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
2023,9.3,8.3,2,5,69,59,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9.4,9.8,0,3,103,55,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,8.9,8.3,0,2,54,20,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
2022,9.3,8.7,2,3,120,35,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2022,9.7,9.4,2,3,176,120,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2012,8.6,9,0,2,40,20,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2019,9.6,9.4,1,2,60,50,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2017,8.4,8.6,0,8,70,55,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2018,9.6,9.3,1,2,55,38,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2016,8.9,9.5,0,3,65,28,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
2019,9.5,9.5,2,3,70,70,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
2006,8.1,9.6,0,2,71,16,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
2023,9.7,9.5,1,2,229,29,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2016,9.1,9.3,1,3,39,35,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
2010,7.9,7.9,0,2,43,20,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,8.6,8.5,0,2,44,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2022,9.8,9.5,0,2,123,34,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,9,9.3,0,2,40,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2023,8.6,9,0,2,81,24,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2019,9.1,9.7,0,2,35,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2017,5,8,0,2,24,15,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2019,8.8,9.7,2,3,75,69,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2021,9.1,8.3,1,2,68,43,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,8.7,9.1,1,2,90,51,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2014,9.5,9.6,3,6,100,100,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2015,9,9.3,2,6,90,50,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2023,9,8.8,2,4,108,38,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
2015,9.7,9.8,1,3,56,30,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
