Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
2017,9.1,9.6,1,3,61,40,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2017,9.1,9.6,1,4,68,40,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2017,9.1,9.6,1,1,48,40,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2015,9,9.8,2,2,70,35,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,9.2,9,2,4,60,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,8.7,8.7,0,2,50,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2016,8.7,8.7,0,3,55,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2016,8.7,8.7,3,8,80,63,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2020,9.3,9.2,2,4,72,48,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2019,9.5,9.7,0,2,155,41,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2019,9.5,9.7,0,3,230,41,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2019,9.5,9.7,0,2,165,20,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2018,9,9.4,1,2,60,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
2018,9,9.4,1,3,85,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
2018,9,9.4,1,4,110,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
2018,9,9.4,1,5,135,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
2018,9,9.4,1,6,160,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
2018,9,9.4,1,7,185,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
2019,9,9.3,1,2,55,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,8.2,8.6,0,2,55,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,8.2,8.6,0,2,40,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,9.6,9.1,1,2,75,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,3,95,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,4,110,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,1,45,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,2,85,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,3,110,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,4,130,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.6,9.1,1,1,55,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2020,8.6,9.5,1,2,66,18,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
2020,8.6,9.5,1,2,69,18,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
2020,8.6,9.5,1,3,75,25,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
2021,9.1,9.4,1,2,60,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,9.1,9.4,1,2,69,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,7.6,7.6,0,2,45,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2015,7.6,7.6,0,1,35,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2015,7.6,7.6,0,2,50,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2015,7.6,7.6,0,1,40,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2015,7.6,7.6,0,2,60,27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2015,7.6,7.6,0,1,50,27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2018,9,8.6,1,5,90,55,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2018,9,8.6,1,6,103,55,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2018,9,8.6,2,4,90,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2018,9,8.6,2,5,99,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2018,9,8.6,2,6,103,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020,8.7,8.5,1,2,54,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2020,8.7,8.5,1,3,64,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2020,8.7,8.5,1,4,75,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2020,8.7,8.5,1,1,48,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2023,8.5,8,1,2,60,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,8.7,8.2,2,2,97,60,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2022,8.7,8.2,2,3,108,60,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2012,7.9,8.6,0,2,69,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,7.9,8.6,0,2,75,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,7.9,8.6,0,2,130,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,7.9,8.6,0,2,130,30,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2012,7.9,8.6,0,3,85,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2021,9.4,9.4,1,2,155,24,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.4,9.4,1,2,179,24,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2015,8.6,8.8,0,2,30,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,8.6,8.8,0,3,40,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.2,9.3,0,2,72,29,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.2,9.3,0,3,86,36,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.2,9.3,0,3,100,38,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.3,9.1,1,4,150,50,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
2009,7.3,8,0,2,49,21,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2014,8.1,9.1,0,2,30,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,8.1,9.1,0,1,50,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,8.1,9.1,0,3,45,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,8.1,9.1,0,4,60,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,8.1,9.1,0,5,75,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,8.1,9.1,0,9,110,18,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.6,9.6,0,2,85,24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.6,9.6,0,2,97,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.6,9.6,0,3,102,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.6,9.6,0,4,107,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.6,9.6,0,1,96,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,8.9,9.3,1,4,80,115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,8.9,9.3,4,12,175,115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,9.7,9.5,1,2,100,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2021,9.7,9.5,1,3,110,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2021,9.7,9.5,1,4,120,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2021,9.7,9.5,1,5,130,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2021,9.7,9.5,1,6,140,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2022,9.8,9.6,1,2,135,200,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
2023,9,10,2,2,94,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2023,9,10,2,4,97,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2023,9,10,2,6,105,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2023,9,10,2,1,73,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2021,9.8,9.3,1,6,117,80,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2023,8.9,9.3,1,2,114,24,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2023,8.9,9.3,1,1,108,24,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2010,8,9.4,0,2,68,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2010,8,9.4,0,2,75,16,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2010,8,9.4,0,2,72,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2010,8,9.4,0,2,80,16,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2010,8,9.4,0,2,110,30,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2019,9.6,9.5,1,2,61,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.6,9.5,1,3,63,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.6,9.5,1,4,69,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.6,9.5,1,5,80,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.5,9.7,1,2,99,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,1,93,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,2,102,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,3,117,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,4,132,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,2,106,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,3,121,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,4,136,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,1,100,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,2,112,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,3,127,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,4,142,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,5,157,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,6,172,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.5,9.7,1,1,106,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2023,9.6,10,2,4,54,107,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2014,8.7,9.5,0,2,40,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.3,9.3,1,2,180,35,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
2022,9.3,9.3,1,3,198,35,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
2008,9,9.3,1,4,200,100,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2008,9,9.3,3,6,300,100,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017,9.2,9.5,0,2,55,43,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
2010,8.1,8.9,0,2,70,18,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
2010,8.1,8.9,0,2,75,18,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
2010,8.1,8.9,0,3,95,25,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
2022,9.2,9.1,1,2,43,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.2,9.1,1,3,48,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.2,9.1,1,1,41,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.4,9.6,0,2,40,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.9,9.7,1,2,85,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2022,9.9,9.7,1,3,100,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2022,9.9,10,0,2,138,18,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2022,9.9,10,0,2,143,18,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2022,9.9,10,0,2,154,18,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2022,9.9,10,0,2,193,25,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2021,9.1,9.4,0,2,75,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2021,9.1,9.4,0,2,95,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2021,9.1,9.4,1,3,150,40,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2021,9.1,9.4,2,4,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2021,8.8,9.3,0,2,45,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
2021,8.8,9.3,0,3,50,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
2021,8.8,9.3,0,4,55,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
2021,8.8,9.3,0,1,43,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
2020,9.5,9.5,1,2,100,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2020,9.5,9.5,1,3,110,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2020,9.5,9.5,1,4,120,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2009,8.3,9.6,0,2,50,18,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
2009,8.3,9.6,0,3,70,25,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
2009,8.3,9.6,0,4,65,20,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
2009,8.3,9.6,0,6,120,100,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
2015,9.4,9.9,1,2,70,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,3,77,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,1,63,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,2,73,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,3,80,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,1,66,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,2,80,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,3,88,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,1,72,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,2,90,34,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,1,81,34,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,2,100,33,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,1,90,33,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,2,105,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,3,116,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2015,9.4,9.9,1,1,95,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2009,8.8,9.5,0,2,114,22,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2009,8.8,9.5,0,2,137,40,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2009,8.8,9.5,0,2,154,40,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2009,8.8,9.5,0,1,103,34,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2022,9.9,9.6,2,3,64,68,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2018,8.5,8.8,1,2,59,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.5,8.8,1,3,70,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.5,8.8,1,4,83,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.5,8.8,1,5,95,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.3,8.9,0,2,50,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9.3,8.9,0,2,60,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9.3,8.9,0,3,80,25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9.3,8.9,0,4,100,32,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,9,8.2,0,2,80,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2019,9,8.2,0,2,53,20,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2019,9,8.2,0,2,63,29,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,7.3,9.2,2,2,45,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2023,7.3,9.2,2,3,47,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2023,7.3,9.2,2,4,50,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2023,7.3,9.2,2,5,53,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2023,7.3,9.2,2,6,56,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2023,7.3,9.2,2,1,42,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2018,9.5,9.4,2,2,50,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2018,9.5,9.4,2,3,80,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2018,9.5,9.4,2,4,100,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2014,9.1,9.8,2,2,100,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2014,9.1,9.8,2,3,120,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2014,9.1,9.8,2,4,140,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2014,9.1,9.8,2,5,160,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2014,9.1,9.8,2,6,180,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2014,9.1,9.8,2,7,200,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2014,9.1,9.8,2,1,80,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2014,9.7,9.9,0,3,75,46,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2014,9.7,9.9,0,2,80,65,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2014,9.7,9.9,1,3,75,46,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2023,9.7,9.5,2,2,61,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2023,9.7,9.5,2,3,65,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2023,9.7,9.5,2,4,72,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2023,9.7,9.5,2,1,58,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014,7.9,8,0,2,40,18,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2017,9.5,9.4,3,2,99,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2017,9.5,9.4,3,3,113,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2017,9.5,9.4,3,4,122,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2017,9.5,9.4,3,5,140,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2017,9.5,9.4,3,6,144,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2017,9.5,9.4,3,1,90,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2022,9.4,9.9,1,2,58,37,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.8,9.7,1,2,69,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2023,9.8,9.7,1,3,73,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2023,9.8,9.7,1,4,77,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2023,9.8,9.7,1,1,65,52,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2016,8.4,8.5,0,2,48,25,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
2016,8.4,8.5,0,2,63,16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
2016,8.4,8.5,0,3,66,16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
2016,8.4,8.5,0,1,33,16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
2020,9.4,9.5,1,3,70,25,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
2022,8.1,8.4,1,2,42,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,8.1,8.4,1,3,43,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,8.1,8.4,1,4,45,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,8.1,8.4,1,1,41,45,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2013,9.4,9.5,0,2,45,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2013,9.4,9.5,0,2,50,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2013,9.4,9.5,0,5,70,60,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2019,9.4,9.4,3,2,85,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.4,9.4,3,3,86,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.4,9.4,3,4,98,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.4,9.4,3,5,108,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.4,9.4,3,6,157,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.4,9.4,3,7,187,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.4,9.4,3,8,213,95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,7.6,7.6,0,2,45,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2015,7.6,7.6,0,1,35,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2015,7.6,7.6,0,2,50,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2015,7.6,7.6,0,1,40,24,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2015,7.6,7.6,0,2,60,27,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2015,7.6,7.6,0,1,50,27,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2019,9.4,9.5,1,2,58,41,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2019,9.4,9.5,1,4,63,41,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2022,9,9,2,2,85,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9,9,2,3,88,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9,9,2,4,90,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9,9,2,5,95,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9,9,2,6,99,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9,9,2,7,104,50,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,7.9,9,1,2,52,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2019,7.9,9,1,3,72,32,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
