Numurs,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
795,2012,8.4,9.2,0,2,39,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
796,2012,8.4,9.2,0,1,34,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
797,2012,8.4,9.2,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
798,2012,8.4,9.2,0,3,50,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
799,2012,8.4,9.2,0,4,58,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
800,2014,8.1,8.3,0,2,60,17,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
801,2014,8.1,8.3,0,2,72,23,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
802,2014,8.1,8.3,0,2,86,40,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
803,2014,8.1,8.3,0,2,108,56,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
804,2014,8.1,8.3,0,4,117,33,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
805,2014,8.1,8.3,0,1,41,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
806,2012,7.9,8.3,0,2,29,15,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
807,2012,7.9,8.3,0,1,27,15,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
808,2012,7.9,8.3,0,2,43,30,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
809,2012,7.9,8.3,0,1,40,30,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
810,2012,7.9,8.3,0,2,54,36,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
811,2012,7.9,8.3,0,3,62,36,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
812,2012,7.9,8.3,0,4,70,36,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
813,2012,7.9,8.3,0,1,50,36,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
814,2005,8.4,9.6,0,2,92,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
815,2005,8.4,9.6,0,2,102,20,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
816,2005,8.4,9.6,0,2,104,25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
817,2005,8.4,9.6,0,2,114,25,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
818,2005,8.4,9.6,0,2,109,29,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
819,2022,9,8.5,0,2,50,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
820,2022,9,8.5,0,1,45,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
821,2022,9,8.5,0,3,65,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
822,2022,9,8.5,0,4,80,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
823,2012,9.1,9.6,0,2,50,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
824,2012,9.1,9.6,0,2,70,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
825,2012,9.1,9.6,0,1,60,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
826,2012,9.1,9.6,0,2,55,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
827,2012,9.1,9.6,0,2,75,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
828,2012,9.1,9.6,0,1,65,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
829,2012,9.1,9.6,0,2,80,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
830,2012,9.1,9.6,0,3,60,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
831,2012,9.1,9.6,0,3,90,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
832,2012,9.1,9.6,0,1,70,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
833,2013,8.8,9.4,0,2,48,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
834,2013,8.8,9.4,0,1,30,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
835,2020,9.2,9.6,0,2,70,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
836,2020,9.2,9.6,0,1,60,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
837,2020,9.2,9.6,0,2,75,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
838,2020,9.2,9.6,0,3,85,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
839,2020,9.2,9.6,0,1,70,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
840,2020,9.2,9.6,0,2,75,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
841,2020,9.2,9.6,0,1,65,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
842,2020,9.2,9.6,0,2,80,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
843,2020,9.2,9.6,0,3,90,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
844,2020,9.2,9.6,0,4,100,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
845,2020,9.2,9.6,0,1,75,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
846,2020,9.2,9.6,0,2,85,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
847,2020,9.2,9.6,0,3,95,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
848,2020,9.2,9.6,0,4,105,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
849,2020,9.2,9.6,0,1,80,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
850,2020,9.2,9.6,0,2,100,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
851,2020,9.2,9.6,0,3,110,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
852,2020,9.2,9.6,0,4,120,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
853,2015,9,9.1,0,2,55,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
854,2015,9,9.1,0,3,70,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
855,2015,9,9.1,0,2,60,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
856,2015,9,9.1,0,3,75,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
857,2015,9,9.1,0,2,63,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
858,2015,9,9.1,0,1,50,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
859,2015,9,9.1,0,2,65,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
860,2015,9,9.1,0,3,80,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
861,2015,9,9.1,0,4,95,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
862,2015,9,9.1,0,2,80,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
863,2015,9,9.1,0,3,95,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
864,2014,9.2,9.1,0,2,35,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
865,2014,9.2,9.1,0,2,50,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
866,2014,9.2,9.1,0,1,25,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
867,2014,8.4,9.1,0,2,69,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
868,2014,8.4,9.1,0,2,78,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
869,2014,8.4,9.1,0,1,63,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
870,2014,8.4,9.1,0,2,88,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
871,2014,8.4,9.1,0,2,96,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
872,2014,8.4,9.1,0,3,101,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
873,2014,8.4,9.1,0,3,109,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
874,2014,8.4,9.1,0,1,81,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
875,2014,8.4,9.1,0,2,115,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
876,2014,8.4,9.1,0,2,123,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
877,2014,8.4,9.1,0,3,128,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
878,2014,8.4,9.1,0,3,137,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
879,2014,8.4,9.1,0,1,108,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
880,2014,8.4,9.1,0,2,133,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
881,2014,8.4,9.1,0,2,141,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
882,2014,8.4,9.1,0,3,147,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
883,2014,8.4,9.1,0,3,155,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
884,2014,8.4,9.1,0,1,127,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
885,2011,8.2,9.1,0,2,57,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
886,2010,8.4,8.3,0,2,95,25,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
887,2010,8.4,8.3,0,2,85,25,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
888,2010,7.8,9.1,0,2,46,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
889,2010,7.8,9.1,0,4,66,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
890,2010,7.8,9.1,0,1,29,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
891,2016,9.5,8.6,2,2,60,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
892,2016,9.5,8.6,2,3,79,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
893,2016,9.5,8.6,2,4,80,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
894,2016,9.5,8.6,2,5,100,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
895,2016,9.5,8.6,2,6,105,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
896,2016,9.5,8.6,2,1,50,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
897,2016,9.5,8.6,2,2,60,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
898,2016,9.5,8.6,2,3,80,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
899,2016,9.5,8.6,2,4,85,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
900,2016,9.5,8.6,2,1,55,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
901,2022,9.6,9.5,1,2,68,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
902,2022,9.6,9.5,1,3,72,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
903,2022,9.6,9.5,1,2,70,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
904,2022,9.6,9.5,1,3,77,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
905,2017,9.1,9.1,0,2,40,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
906,2017,9.1,9.1,0,2,40,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
907,2017,9.1,9.1,0,2,40,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
908,2017,9.1,9.1,0,4,55,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
909,2013,7.8,9.5,0,2,40,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
910,2013,7.8,9.5,0,1,30,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
911,2013,7.8,9.5,0,2,45,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
912,2013,7.8,9.5,0,1,35,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
913,2013,7.8,9.5,0,2,65,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
914,2013,7.8,9.5,0,1,55,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
915,2015,9.5,9.8,1,3,59,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
916,2015,9.5,9.8,1,4,67,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
917,2020,8.4,8.4,0,2,53,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
918,2020,8.4,8.4,0,2,63,46,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
919,2020,8.4,8.4,0,1,57,46,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
920,2020,8.4,8.4,0,2,98,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
921,2020,8.4,8.4,0,2,108,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
922,2020,8.4,8.4,0,2,118,45,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
923,2020,8.4,8.4,0,2,138,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
924,2020,8.4,8.4,0,2,148,45,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
925,2020,8.4,8.4,0,2,150,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
926,2020,8.4,8.4,0,3,148,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
927,2020,8.4,8.4,0,3,83,48,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
928,2020,8.4,8.4,0,3,158,37,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
929,2020,8.4,8.4,0,3,178,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
930,2020,8.4,8.4,0,3,188,46,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
931,2020,8.4,8.4,0,4,98,58,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
932,2020,8.4,8.4,0,4,108,43,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
933,2020,8.4,8.4,0,4,118,59,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
934,2020,8.4,8.4,0,4,198,43,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
935,2020,8.4,8.4,0,4,218,59,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
936,2020,8.4,8.4,0,4,227,43,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
937,2019,9.1,9.1,1,2,105,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
938,2019,9.1,9.1,1,1,90,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
939,2019,9.1,9.1,1,2,115,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
940,2019,9.1,9.1,1,1,100,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
941,2019,9.1,9.1,1,2,120,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
942,2019,9.1,9.1,1,3,130,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
943,2019,9.1,9.1,1,4,140,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
944,2019,9.1,9.1,1,1,110,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
945,2019,9.1,9.1,1,2,130,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
946,2019,9.1,9.1,1,3,145,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
947,2019,9.1,9.1,1,2,130,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
948,2019,9.1,9.1,1,3,140,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
949,2019,9.1,9.1,1,4,150,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
950,2019,9.1,9.1,1,4,140,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
951,2019,9.1,9.1,1,5,155,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
952,2019,9.1,9.1,1,6,170,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
953,2012,9.2,8.8,1,3,48,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
954,2012,9.2,8.8,1,4,50,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
955,2012,9.2,8.8,1,1,45,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
956,2016,9.1,9.3,1,2,77,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
957,2016,9.1,9.3,1,3,81,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
958,2016,9.1,9.3,1,4,90,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
959,2016,9.1,9.3,1,5,104,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
960,2016,9.1,9.3,1,6,117,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
961,2016,9.1,9.3,1,7,131,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
962,2016,9.1,9.3,1,8,149,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
963,2016,9.1,9.3,1,1,182,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
964,2009,7.9,8.6,0,2,55,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
965,2009,7.9,8.6,0,2,85,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
966,2009,7.9,8.6,0,1,51,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
967,2010,8,9.2,0,2,49,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
968,2010,8,9.2,0,2,59,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
969,2010,8,9.2,0,2,69,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
970,2010,8,9.2,0,4,80,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
971,2010,8,9.2,0,6,120,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
972,2010,8,9.2,0,11,260,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
973,2014,9.1,9.6,1,2,81,55,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
974,2014,9.1,9.6,1,2,81,70,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
975,2014,9.1,9.6,1,4,108,80,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
976,2014,9.1,9.6,1,6,108,85,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
977,2012,8.1,8.3,0,2,45,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
978,2012,8.1,8.3,0,2,60,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
979,2010,8.4,9.7,1,2,55,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
980,2010,8.4,9.7,1,1,50,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
981,2010,8.4,9.7,1,2,55,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
982,2010,8.4,9.7,1,3,60,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
983,2010,8.4,9.7,1,4,65,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
984,2010,8.4,9.7,1,5,70,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
985,2010,8.4,9.7,1,5,90,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
986,2019,9,9.2,1,2,39,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
987,2019,9,9.2,1,3,46,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
988,2019,9,9.2,1,4,53,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
989,2019,9,9.2,1,1,36,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
990,2019,9.7,9.5,2,2,215,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
991,2019,9.7,9.5,2,3,220,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
992,2019,9.7,9.5,2,4,225,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
993,2019,9.7,9.5,2,5,230,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
994,2019,9.7,9.5,2,6,235,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
995,2019,9.7,9.5,2,7,240,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
996,2019,9.7,9.5,2,8,245,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
997,2019,9.7,9.5,2,9,250,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
998,2019,9.7,9.5,2,10,255,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
999,2019,9.7,9.5,2,11,260,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1000,2019,9.7,9.5,2,12,265,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1001,2019,9.7,9.5,2,13,270,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1002,2019,9.7,9.5,2,14,275,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1003,2019,9.7,9.5,2,15,280,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1004,2019,9.7,9.5,2,1,210,120,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1005,2013,9.1,9.1,0,2,50,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1006,2013,9.1,9.1,0,3,65,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1007,2013,9.1,9.1,0,1,30,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1008,2013,9.1,9.1,0,2,50,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1009,2013,9.1,9.1,0,5,65,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1010,2013,9.1,9.1,0,1,30,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1011,2013,9.1,9.6,0,2,59,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1012,2013,9.1,9.6,0,2,69,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1013,2013,9.1,9.6,0,2,95,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1014,2013,9.1,9.6,0,4,119,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1015,2013,9.1,9.6,0,2,97,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1016,2013,9.1,9.6,0,4,110,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1017,2013,9.1,9.6,0,6,129,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1018,2013,9.1,9.6,0,1,39,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1019,2016,8.9,9.3,0,2,94,24,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1020,2016,8.9,9.3,0,2,118,24,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1021,2016,8.9,9.3,0,1,99,24,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1022,2016,8.9,9.3,0,2,82,27,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1023,2016,8.9,9.3,0,2,118,27,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1024,2016,8.9,9.3,0,1,99,27,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1025,2016,8.9,9.3,0,2,100,25,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1026,2016,8.9,9.3,0,2,136,25,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1027,2016,8.9,9.3,0,1,117,25,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1028,2016,8.9,9.3,0,2,167,38,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1029,2016,8.9,9.3,0,2,203,38,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1030,2016,8.9,9.3,0,3,207,38,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1031,2016,8.9,9.3,0,3,261,38,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1032,2016,8.9,9.3,0,1,184,38,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1033,2016,8.9,9.3,0,2,185,38,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1034,2016,8.9,9.3,0,2,221,38,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1035,2016,8.9,9.3,0,3,225,38,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
1036,2016,8.9,9.3,0,3,279,38,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
