Nosaukums,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,2,110,18,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,1,99,18,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,3,75,25,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,2,95,25,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,3,105,25,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,2,124,30,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,3,134,30,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,4,104,30,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,4,144,30,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,1,113,30,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,2,155,37,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,3,135,37,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,3,165,37,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,1,144,37,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,2,253,80,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,3,263,80,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,4,273,80,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,5,233,80,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,5,283,80,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,5,288,80,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"Radisson Blu Daugava Hotel, Riga",2007,8.5,9.2,0,1,242,80,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
Wild Duck,2011,7.5,8.8,0,2,55,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Otrā Elpa,2013,8.1,8.7,0,2,40,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Otrā Elpa,2013,8.1,8.7,0,3,56,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Otrā Elpa,2013,8.1,8.7,0,2,40,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Otrā Elpa,2013,8.1,8.7,0,1,35,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,2,61,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,2,91,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,3,81,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,3,126,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,1,75,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,2,80,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,2,110,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,3,100,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,3,145,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,1,94,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,2,112,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,2,142,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,3,132,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,3,177,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Park Inn by Radisson Riga Valdemara,2016,8.9,8.8,0,1,126,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
ROOM 10,2019,9.5,9.2,1,2,53,33,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ROOM 11,2019,9.5,9.2,1,2,60,33,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
ROOM 12,2019,9.5,9.2,1,1,50,33,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Latgale,2013,6.7,8.9,0,2,65,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Latgale,2013,6.7,8.9,0,2,77,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Latgale,2013,6.7,8.9,0,3,80,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Latgale,2013,6.7,8.9,0,3,98,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Latgale,2013,6.7,8.9,0,4,80,34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Latgale,2013,6.7,8.9,0,4,104,34,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Hotel Jelgava,2009,8.8,9.5,0,2,105,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,80,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,93,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,2,110,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,85,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,98,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,2,115,36,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,3,127,36,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,103,36,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,2,120,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,3,132,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,95,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,108,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,2,126,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,3,138,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,4,150,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,101,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,114,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,2,131,36,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,106,36,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,119,36,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,2,147,50,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,3,159,50,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,4,171,50,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,122,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,135,50,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,2,158,56,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,3,170,56,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,4,182,56,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,133,56,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,146,56,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,69,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Hotel Jelgava,2009,8.8,9.5,0,1,82,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Laguna House,2012,7.9,8.6,0,2,69,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Laguna House,2012,7.9,8.6,0,2,75,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Laguna House,2012,7.9,8.6,0,2,130,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Laguna House,2012,7.9,8.6,0,3,85,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Pussala Latgalē,2022,9.8,9.9,1,4,98,24,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
Pussala Latgalē,2022,9.8,9.9,1,4,108,24,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
Tallink Hotel Riga,2010,8.1,9,0,2,65,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,83,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,1,81,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,87,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,97,21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,107,21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,3,79,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,3,117,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,1,96,21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,122,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,128,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,142,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,3,110,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,1,131,28,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,172,46,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,2,192,46,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,1,181,46,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,1,60,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Tallink Hotel Riga,2010,8.1,9,0,1,69,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Elīna,2010,7.1,8.7,0,2,35,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
Villa Santa,2017,9.2,9.2,0,2,149,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Villa Santa,2017,9.2,9.2,0,2,174,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Villa Santa,2017,9.2,9.2,0,3,229,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Villa Santa,2017,9.2,9.2,0,2,199,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Villa Santa,2017,9.2,9.2,0,3,254,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Villa Santa,2017,9.2,9.2,0,2,225,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Villa Santa,2017,9.2,9.2,0,3,280,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Villa Santa,2017,9.2,9.2,0,4,335,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,63,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,69,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,58,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,63,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,63,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,69,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,58,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,63,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,71,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,76,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,68,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,72,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,88,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,93,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,3,104,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,3,109,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,78,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,84,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,94,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,98,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,86,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,91,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,140,42,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,2,145,42,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,131,42,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,136,42,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,50,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Avalon Hotel & Conferences,2010,8.8,9.4,0,1,55,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
Priedes māja,2022,9.3,9.3,0,2,43,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Priedes māja,2022,9.3,9.3,0,2,59,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Priedes māja,2022,9.3,9.3,0,2,68,44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Priedes māja,2022,9.3,9.3,0,3,80,44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Priedes māja,2022,9.3,9.3,0,4,92,44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Priedes māja,2022,9.3,9.3,0,2,59,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Dižpriedes,2020,9,9.5,0,2,50,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dižpriedes,2020,9,9.5,0,2,60,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dižpriedes,2020,9,9.5,0,3,60,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dižpriedes,2020,9,9.5,0,5,90,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,2,113,61,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,3,123,61,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,4,133,61,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,5,143,61,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,6,153,61,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,2,118,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,3,128,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,4,138,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,5,148,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,6,158,55,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,2,123,98,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,3,133,98,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,4,143,98,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,5,153,98,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,6,163,98,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,2,127,62,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,3,137,62,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,4,147,62,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,5,157,62,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,6,167,62,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,5,162,100,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,6,172,100,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,7,182,100,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Katrin Apartments,2015,9.1,9.3,0,8,192,100,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Čapu Liepu sauna,2021,9.8,9.8,1,2,110,100,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Čapu Liepu sauna,2021,9.8,9.8,1,3,125,100,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Čapu Liepu sauna,2021,9.8,9.8,1,4,140,100,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Seaside apartments,2021,9.6,9.1,1,2,75,65,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Seaside apartments,2021,9.6,9.1,1,3,95,65,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Seaside apartments,2021,9.6,9.1,1,4,110,65,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Seaside apartments,2021,9.6,9.1,1,1,45,65,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Seaside apartments,2021,9.6,9.1,1,2,85,80,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Seaside apartments,2021,9.6,9.1,1,3,110,80,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Seaside apartments,2021,9.6,9.1,1,4,130,80,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Seaside apartments,2021,9.6,9.1,1,1,55,80,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Vanaga Ligzda,2014,8.2,8.7,0,2,45,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Vanaga Ligzda,2014,8.2,8.7,0,2,55,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Vanaga Ligzda,2014,8.2,8.7,0,2,70,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Vanaga Ligzda,2014,8.2,8.7,0,2,80,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Vanaga Ligzda,2014,8.2,8.7,0,5,90,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Vanaga Ligzda,2014,8.2,8.7,0,4,75,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Dīķsalas,2014,9.2,9,0,2,15,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,3,22,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,4,29,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,5,36,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,6,43,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,2,30,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,2,40,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,3,46,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,4,52,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,5,58,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,6,64,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dīķsalas,2014,9.2,9,0,7,70,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
