Nosaukums,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
VA Apartments,2021,9.1,9.4,0,4,68,44,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
VA Apartments,2021,9.1,9.4,0,1,54,44,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Ergli Apartment,2018,9.5,9.3,1,2,60,55,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Miera osta,2020,9.5,9.3,1,2,80,25,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
ROOM 10,2019,9.5,9.2,1,2,53,33,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
ROOM 11,2019,9.5,9.2,1,3,60,33,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
ROOM 12,2019,9.5,9.2,1,1,50,33,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Zaķu muiža,2021,8.9,9,0,2,58,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Zaķu muiža,2021,8.9,9,0,1,52,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Zaķu muiža,2021,8.9,9,0,1,77,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Zaķu muiža,2021,8.9,9,0,1,81,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Zaķu muiža,2021,8.9,9,0,1,90,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Zaķu muiža,2021,8.9,9,0,1,72,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Boat House,2021,9.9,10,1,2,162,55,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Valensija,2010,7.2,8.6,0,2,95,20,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
Valensija,2010,7.2,8.6,0,2,124,20,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
Valensija,2010,7.2,8.6,0,2,124,45,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
Valensija,2010,7.2,8.6,0,2,152,40,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
Valensija,2010,7.2,8.6,0,2,171,32,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
Mellene 1 bedroom house in nature & hot tube,2021,9.5,9.3,1,2,60,20,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
Viesu nams Barži,2015,9.6,9.5,0,2,46,15,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Viesu nams Barži,2015,9.6,9.5,0,3,65,15,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Viesu nams Barži,2015,9.6,9.5,0,1,27,15,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,0,2,40,15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,0,1,36,15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,0,2,54,60,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,0,3,60,60,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,0,1,48,60,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,1,2,68,35,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,1,3,72,35,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,1,4,80,35,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,1,1,64,35,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Erfolg,2011,7,7,0,1,26,15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Marine Hotel Jūrmala,2021,9.1,8.4,0,2,72,19,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Marine Hotel Jūrmala,2021,9.1,8.4,0,1,61,19,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Marine Hotel Jūrmala,2021,9.1,8.4,0,2,77,25,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Marine Hotel Jūrmala,2021,9.1,8.4,0,1,65,25,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Marine Hotel Jūrmala,2021,9.1,8.4,0,2,86,38,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Marine Hotel Jūrmala,2021,9.1,8.4,1,2,90,54,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Marine Hotel Jūrmala,2021,9.1,8.4,1,2,99,45,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Baltās anemones,2018,9.6,9.5,3,5,162,200,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Baltās anemones,2018,9.6,9.5,3,7,180,200,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Apartament Dzintari,2023,9.1,10,2,2,94,80,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
Apartament Dzintari,2023,9.1,10,2,3,98,80,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
Apartament Dzintari,2023,9.1,10,2,4,106,80,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
Apartament Dzintari,2023,9.1,10,2,1,90,80,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
Vītola apartamenti,2023,9.9,9.9,2,2,115,72,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Vītola apartamenti,2023,9.9,9.9,2,3,122,72,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Vītola apartamenti,2023,9.9,9.9,2,4,135,72,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Vītola apartamenti,2023,9.9,9.9,2,1,108,72,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Raxti,2018,9.6,9.1,0,2,57,28,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Raxti,2018,9.6,9.1,1,2,74,48,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Raxti,2018,9.6,9.1,1,3,84,48,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Raxti,2018,9.6,9.1,1,4,94,48,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Raxti,2018,9.6,9.1,12,2,100,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Raxti,2018,9.6,9.1,2,3,110,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Raxti,2018,9.6,9.1,2,4,120,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Raxti,2018,9.6,9.1,2,5,130,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Raxti,2018,9.6,9.1,2,6,140,64,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
Viesu nams Donas,2021,9.7,9.5,0,2,60,16,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams Donas,2021,9.7,9.5,0,2,80,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams Donas,2021,9.7,9.5,0,3,75,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams Donas,2021,9.7,9.5,0,3,90,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams Donas,2021,9.7,9.5,0,4,100,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams Donas,2021,9.7,9.5,0,5,125,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams Donas,2021,9.7,9.5,0,6,150,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams Donas,2021,9.7,9.5,0,1,40,19,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Boutique Hotel KRISTOFS,2007,8.9,9.8,0,2,80,23,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Boutique Hotel KRISTOFS,2007,8.9,9.8,0,2,88,27,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Boutique Hotel KRISTOFS,2007,8.9,9.8,0,3,114,30,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Viesu nams Saulainie krasti,2017,8.8,8.8,0,2,85,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
St. Peter's Boutique Hotel,2009,8.7,9.6,0,2,74,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2009,8.7,9.6,0,2,83,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2009,8.7,9.6,0,3,115,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2009,8.7,9.6,1,2,88,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2009,8.7,9.6,1,3,122,35,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2009,8.7,9.6,1,2,106,50,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2009,8.7,9.6,1,2,112,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
St. Peter's Boutique Hotel,2009,8.7,9.6,1,3,145,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Atpūtas komplekss Lilaste,2012,8.4,9.2,0,2,40,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2012,8.4,9.2,0,1,25,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2012,8.4,9.2,0,2,50,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2012,8.4,9.2,0,2,65,20,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2012,8.4,9.2,0,4,65,26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2012,8.4,9.2,1,4,110,40,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Atpūtas komplekss Lilaste,2012,8.4,9.2,2,6,150,50,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Juglaslīči,2023,10,9.5,1,2,108,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Juglaslīči,2023,10,9.5,1,2,120,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Juglaslīči,2023,10,9.5,1,1,97,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Juglaslīči,2023,10,9.5,1,1,108,42,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Closer to the Sea,2022,9.6,9.5,0,2,58,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Closer to the Sea,2022,9.6,9.5,0,3,63,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Closer to the Sea,2022,9.6,9.5,0,2,64,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Closer to the Sea,2022,9.6,9.5,0,3,68,50,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
Hotel Edvards,2008,8.9,9.5,0,2,85,20,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
Hotel Edvards,2008,8.9,9.5,0,2,107,26,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
Hotel Edvards,2008,8.9,9.5,0,1,70,16,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
Burziņi,2017,9.7,9.7,1,2,70,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,1,3,89,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,1,4,108,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,1,5,127,56,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,2,2,93,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,2,3,112,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,2,4,131,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,2,5,150,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,2,6,169,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Burziņi,2017,9.7,9.7,2,7,188,60,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Birinu Pils,2012,9.2,9.4,0,2,80,17,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
Birinu Pils,2012,9.2,9.4,0,2,95,17,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
Birinu Pils,2012,9.2,9.4,0,2,140,25,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
Birinu Pils,2012,9.2,9.4,0,2,220,33,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
Birinu Pils,2012,9.2,9.4,0,4,140,34,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
Dzivoklis ar saunu,2022,9.3,8.3,0,2,80,52,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Idille1,2023,9.9,10,1,2,130,54,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"Albatross Getaway by the sea, SPA and forest with a Terrace",2022,9.5,9.6,1,2,83,39,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
Glempings Velo Latgale,2021,9.7,9.6,0,2,82,40,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Viļņi,2017,9.2,9.8,0,3,90,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Viļņi,2017,9.2,9.8,0,4,100,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Viļņi,2017,9.2,9.8,0,5,110,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Viļņi,2017,9.2,9.8,0,6,120,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Viļņi,2017,9.2,9.8,0,7,130,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Viļņi,2017,9.2,9.8,0,8,143,70,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Camping Bušas,2012,9.1,8.6,1,2,75,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2012,9.1,8.6,1,3,85,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2012,9.1,8.6,1,4,95,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2012,9.1,8.6,1,5,105,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2012,9.1,8.6,1,6,115,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2012,9.1,8.6,1,7,125,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2012,9.1,8.6,1,8,135,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Camping Bušas,2012,9.1,8.6,1,2,100,60,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,2,2,56,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,2,3,64,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,2,4,72,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,2,1,49,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,2,2,57,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,2,3,65,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,2,4,73,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,2,1,50,35,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,1,2,59,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,1,3,68,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,1,4,76,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Family Garden Apartments with Free Parking & Playground,2018,8.9,8.2,1,1,50,28,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Putnu pirts,2021,9.7,9.5,1,2,140,27,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
West Key Apartment,2021,9.5,9.1,0,2,60,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
West Key Apartment,2021,9.5,9.1,0,3,63,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
West Key Apartment,2021,9.5,9.1,0,4,69,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
West Key Apartment,2021,9.5,9.1,0,1,57,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
Viesu nams ADLERI,2023,9.3,8.9,0,2,65,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams ADLERI,2023,9.3,8.9,0,4,80,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams ADLERI,2023,9.3,8.9,0,2,100,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams ADLERI,2023,9.3,8.9,0,4,130,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams ADLERI,2023,9.3,8.9,0,6,108,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Viesu nams ADLERI,2023,9.3,8.9,0,8,120,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Wild Meadow,2023,10,8.8,1,2,83,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Wild Meadow,2023,10,8.8,1,2,93,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Apartment for You,2018,9,9.3,1,2,164,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Apartment for You,2018,9,9.3,1,3,169,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Apartment for You,2018,9,9.3,1,4,179,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Apartment for You,2018,9,9.3,1,1,159,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Ventspils Rātslaukuma apartamenti,2017,9.5,9.9,0,2,60,29,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Ventspils Rātslaukuma apartamenti,2017,9.5,9.9,1,4,70,35,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Ventspils Rātslaukuma apartamenti,2017,9.5,9.9,1,4,80,55,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Ventspils Rātslaukuma apartamenti,2017,9.5,9.9,1,5,110,59,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Lauma,2017,8.7,9.6,2,2,48,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Lauma,2017,8.7,9.6,2,3,56,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Lauma,2017,8.7,9.6,2,4,64,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Lauma,2017,8.7,9.6,2,5,72,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Lauma,2017,8.7,9.6,2,6,80,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Lauma,2017,8.7,9.6,2,1,40,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Biržu Muižas Apartamenti,2022,8.7,9.2,2,2,50,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Biržu Muižas Apartamenti,2022,8.7,9.2,2,3,80,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Biržu Muižas Apartamenti,2022,8.7,9.2,2,4,100,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A1 apartments with free parking,2017,8.5,9.3,1,2,71,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
A1 apartments with free parking,2017,8.5,9.3,1,3,89,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Charming Family Vacation Home,2023,8,8,2,4,71,130,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
Place of bliss,2023,8,8,1,2,79,180,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Kupfernams,2012,8,9.3,0,2,59,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
Kupfernams,2012,8,9.3,0,1,40,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
Valensija,2010,7.2,8.6,0,2,109,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Valensija,2010,7.2,8.6,0,2,109,18,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Valensija,2010,7.2,8.6,0,2,124,45,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Valensija,2010,7.2,8.6,0,2,133,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Valensija,2010,7.2,8.6,0,2,165,40,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Valensija,2010,7.2,8.6,0,2,175,32,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Upes Māja,2022,9.8,9.8,1,2,154,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Upes Māja,2022,9.8,9.8,1,3,162,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Upes Māja,2022,9.8,9.8,1,4,171,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Upes Māja,2022,9.8,9.8,1,1,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Viesu māja Manturi,2020,8.1,8.7,1,2,60,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Aizkraukle Penthouse apartment,2022,9.2,9.2,0,2,50,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sunrise Apartment,2022,9.4,8.5,1,2,51,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Sunrise Apartment,2022,9.4,8.5,1,3,68,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Sunrise Apartment,2022,9.4,8.5,1,4,78,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Sunrise Apartment,2022,9.4,8.5,1,1,47,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Church Hill Apartment,2023,9.6,8.3,1,2,45,34,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2018,9.7,9.6,3,2,58,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2018,9.7,9.6,3,3,88,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2018,9.7,9.6,3,4,116,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2018,9.7,9.6,3,5,143,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"Brīvdienu māja ""Celmiņi"" un melnās pirts pieredze",2018,9.7,9.6,3,6,170,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
Rakstvežu apartamenti,2021,9.5,9.7,1,2,66,51,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Aitiņlauvas,2013,8.6,8.3,0,2,55,18,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
Aitiņlauvas,2013,8.6,8.3,0,3,85,18,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1
Ring Stop Holiday Apartment,2021,9.5,9.4,2,2,104,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2021,9.5,9.4,2,3,110,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2021,9.5,9.4,2,4,117,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2021,9.5,9.4,2,5,123,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2021,9.5,9.4,2,6,130,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Ring Stop Holiday Apartment,2021,9.5,9.4,2,1,97,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Schneider,2019,9.1,9.7,3,8,219,120,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Kurzemītes apartamenti,2021,9.7,9.4,1,2,47,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
